title,num_en_stopword,num_long_vn_word,num_major_word,num_not_alphabet_word,num_only_one_letter,num_other_word,num_short_vn_word,views_count
Xây dựng package Counter Cache cho Laravel 5,0,113,86,0,3,56,99,176
A couple words on Arrays in Ruby,3,66,57,0,1,27,86,55
Computer Vision - Image Processes - Area Processes - Convolution,0,85,27,0,4,14,63,690
"Quản lý log ứng dụng với ELK Stack (Elasticsearch, Logstash và Kibana)",0,84,110,0,0,64,67,6561
Writing Java-friendly Kotlin code (Phần 4-End),0,46,40,0,0,18,26,79
Counter Cache trong rails,0,28,49,0,4,12,40,603
Create A Custom Artisan Command Laravel 5.5,5,94,82,0,0,31,77,1502
Cải thiện UI/UX loading data trên tableview,10,17,62,0,0,21,19,349
"Giới thiệu Gem roo và roo-xls, áp dụng qua thực tế.",114,54,175,0,8,118,35,817
How To Create a New User and Grant Permissions in MySQL,6,54,49,8,1,14,62,868
Websocket là gì ?,0,85,80,12,2,40,39,18124
Part 3 - Free Selenium Tutorials - Instruction to install testNG in Eclipse,2,0,2,0,0,2,0,99
"map, select, collect, inject, detect và each trong Ruby",0,37,18,0,0,1,25,3659
Những sai lầm trong thiết kế cơ sở dữ liệu,4,389,19,3,0,43,190,4666
Vanishing & Exploding Gradients Problems in Deep Neural Networks (Part 2),9,150,209,0,25,340,92,3845
Vanishing & Exploding Gradients Problems in Deep Neural Networks (Part 1),0,207,136,0,30,167,126,4640
Làm game cờ vua online với Rails cable,3,166,152,0,8,81,202,358
Laravel Deep Dive: queue system phần 1,0,86,122,0,1,26,62,390
Plugin cho Xcode,16,5,26,0,7,29,5,69
Những khái niệm về công nghệ blockchain và đồng tiền ảo bitcoin,0,123,16,4,15,6,78,1642
Creating a Custom Dialpad Soft Keyboard in Android,255,0,193,0,20,161,0,1292
Hướng dẫn lập trình macOS (phần 3 tiếp),0,85,74,0,0,48,76,81
Custom Validation Rules In Laravel 5.5,2,71,60,0,0,20,29,648
Các tính năng mới của laravel 5.5 (p2),2,80,67,0,0,14,78,262
Lập trình C cho hệ thống nhúng (P7- Standby Function- Halt mode trong V850E),0,33,24,0,0,23,12,291
Part 2 - Free Selenium Tutorials - Open Website Using Selenium With Java,1,0,4,0,0,1,0,76
Tích hợp Python với Firebase's REST API,1,75,112,16,3,17,27,1253
Ruby on Rails: Upload file một cách an toàn với Shrine.rb và Dropzone.js,11,93,132,0,2,49,80,350
Phân biệt Web server với App server trong Rails,2,51,189,0,0,29,48,1176
Wemos authenticate qua laravel (phần 4.1 - tạo server),2,149,92,0,3,22,92,501
Cơ bản về design pattern,7,41,78,0,0,40,51,2892
Android adding RecyclerView swipe to delete and undo,1,20,41,0,7,40,12,2538
Load class at runtime,1,3,32,0,0,12,4,147
React controlled component và uncontrolled component,0,68,68,12,2,14,37,797
LÀM THẾ NÀO ĐỂ LỰA CHỌN KỸ THUẬT KIỂM THỬ TỐT NHẤT?,3,366,43,1,7,32,104,542
Backup & Restore trên Windows Server 2016,17,160,214,3,5,75,89,2869
[Android]  Xử lí checkbox state trong recycler view,1,56,137,4,0,23,42,2320
"#color, #image Are The New Literals In The Cocoa Town",1,72,20,1,0,28,35,36
Laravel 5x Shopping cart (p3),0,30,36,0,4,9,31,3452
Bắt Đầu với Javascript (P6),3,233,66,0,7,31,208,539
"[Android Performance]Khắc phục triệt để khi ứng dụng của bạn bị ""Treo""",68,91,133,4,17,83,54,1637
Thôi nhầm lẫn giữa agile và Agile,4,334,41,0,0,20,64,175
7 ứng dụng giúp thu gọn URL hữu ích,0,103,124,11,0,25,102,390
KIỂM THỬ CƠ SỞ DỮ LIỆU,4,436,81,0,3,32,141,590
Tích hợp LINE SDK trong ứng dụng iOS,3,107,151,0,3,69,58,333
Cơ bản về docker,0,85,77,0,3,24,61,519
Action trong Rxswift,3,88,51,0,0,22,32,905
Chọn framework php phù hợp,3,383,223,2,1,133,94,2473
Upload file cùng với json sử dụng retrofit2,0,26,44,0,0,9,19,445
Cài đặt Rails app trên AWS với Elastic Beanstalk và PostgreSQL,0,45,65,0,0,31,22,235
Android Architecture Components: Paging Library,11,45,120,0,7,26,13,1315
Docker là gì và làm gì?,3,92,107,6,0,19,95,18689
Part 1 - Free Selenium Tutorials - Create a new maven project in Eclipse,1,0,5,0,1,0,0,41
Assembly and how compilers work with it,0,122,12,8,6,36,82,170
Những điều bất ngờ cần phải chú ý khi bạn viết code javascript,1,21,7,0,2,9,16,937
"Automation Test: Process, Planning & Tools",18,232,70,0,0,26,42,474
How to parse HTML file in iOS,4,64,83,0,3,32,55,299
UNCAPTCHA – ĐÁNH BẠI HỆ THỐNG RECAPTCHA ÂM THANH CỦA GOOGLE VỚI ĐỘ CHÍNH XÁC 85%,2,157,25,2,1,50,42,470
Giới thiệu về hệ thống gợi ý (Recommender systems hoặc Recommendation systems),0,345,9,10,27,40,103,4640
Làm việc với MSSQL trong Ruby với gem Tiny_tds,18,70,72,0,4,32,42,116
Load ảnh SVG từ sever với Androidsvg kết hợp với Glide,0,15,90,0,1,68,18,419
Reduce trong Ruby,0,45,32,0,1,5,31,912
Xử lý multi items choice trong Recycler view,1,55,123,0,0,31,44,1372
File Storage trong Laravel,7,366,82,0,12,56,148,8726
Lập trình visual trên iOS với ProcessingKit,0,68,40,1,2,34,40,183
Sử dụng kỹ thuật Đoán Lỗi trong Testing,0,142,37,1,8,4,85,2627
Replica Set Mongodb,6,129,328,0,6,166,62,351
Tải Video với Rails và Ziggeo (phần 3),15,85,54,6,5,99,44,26
"Tip: không cần sử dụng ""import React from ‘react’""",0,32,38,0,1,6,10,1006
"""this"" trong JavaScript",18,305,68,0,3,24,169,11560
Làm thế nào để tạo và cấp quyền truy cập cho  một user trong mysql !!!,1,65,54,0,3,5,69,8103
Programming languages' milestones: An overview from 1960 - present (the last part),456,1,355,30,76,485,0,340
Filters trong Play Framework,2,69,149,0,0,63,26,184
Cài đặt Google Assistant lên máy tính của bạn,8,60,144,0,8,67,38,5770
Design Pattern - Decorator,16,115,59,0,1,46,99,1064
AWS Overview - Một số thuật ngữ,1,159,443,0,9,236,81,1968
PHP Convert PDF to HTML,6,62,103,0,2,30,34,1781
Hibernate Caching - Bài 2: Second Level Cache,0,147,119,0,32,57,77,2676
ASP.NET MVC Tip #9 – Tạo một GridView View User Control,1,96,79,4,5,51,58,886
ReactJs - Xây dựng ứng dụng chat và deploy lên web - Phần 1,0,95,113,0,0,19,92,10998
Những câu lệnh SQL,53,125,131,1,14,114,146,1718
Làm chức năng search sử dụng RxJava operator.,0,50,55,0,9,27,53,2388
Giới thiệu về Android Architecture Components (Phần II tiếp),1,320,102,0,0,45,96,892
Tạo SSL dễ dàng và miễn phí với sslforfree.com,0,9,28,0,0,20,5,1738
Tìm hiểu về testNG framework (Phần 5),83,154,178,7,9,191,75,656
QUẢN LÝ CHU KÌ KIỂM THỬ HIỆU SUẤT AGILE (Phần II),8,550,12,0,2,11,61,52
Add logger in Nodejs app with winston,2,31,60,0,3,20,9,1738
Làm thế nào để tiếp cận hiệu quả Pentest trong kiểm thử bảo mật ứng dụng Web (Phần II),4,252,72,0,1,44,202,169
Tạo hiệu ứng khuôn mặt biểu cảm bằng CSS,3,20,17,0,1,59,31,1138
7 tips cần biết để viết code Ruby tốt hơn,2,54,18,0,0,27,30,153
Cải thiện khả năng đọc code sẽ cải thiện khả năng viết code,2,188,110,0,1,21,156,720
Drag and Drop trong ứng dụng iOS11,22,64,144,0,0,76,38,131
"[Laravel] Single Page Application sử dụng Vue, JWTAuth (P1)",14,67,137,1,9,42,68,776
Docker with rails app,1,14,80,0,0,25,31,448
Risk (Project Risks & Product Risks) và Testing,0,192,7,0,0,22,24,919
Biến đổi số hóa - Digital transformation: Học máy (Machine Learning) có thể giúp ta thay đổi công việc kinh doanh như thế nào?,2,549,27,30,2,72,191,191
Agile thú vị hơn mình nghĩ,0,516,127,5,1,63,148,2582
Selenium Testing (Phần 1),1,375,183,0,3,58,100,6608
Machine Learning with Random Forest Algorithm,138,0,99,0,5,91,0,226
Cơ bản về Golang language,1,156,61,7,12,52,166,2613
Top Continuos Intergration Tools 2017,1,324,105,0,9,81,105,689
Text chuyển động với css,0,23,16,0,0,1,15,551
Top 5 HTML Best Selling Website Templates,0,107,47,0,0,20,31,536
Tìm hiểu công việc của một Game Tester,0,219,11,2,3,27,48,5750
Web Service và Testing Web Service bằng SOAP UI,1,323,109,12,0,51,77,1554
Tìm hiểu kỹ thuật phân tích bao phủ testcase trong kiểm thử White-Box,3,145,61,1,0,57,70,8965
Learn about GMO payment gateways [P1],260,4,143,4,25,218,0,1297
RXSWIFT BY EXAMPLES  #4 – MULTITHREADING - PART I,4,79,111,0,0,62,108,225
"Cài đặt apache, git, composer, php  cho laravel trên EC2",3,16,45,0,3,7,4,331
Thinking in React,3,111,119,0,3,25,82,687
Selenium IDE: cách xử lý với từng loại control,1,65,72,2,2,62,58,924
Make a Different in Software Testing Basics - Phần 4,2,116,37,3,1,19,37,72
Kiểm tra Internet of Things (IoT),2,569,25,12,0,81,157,580
What is a Test Case?,7,17,14,0,3,10,1,554
Vue.js 2: how to use components,409,1,241,0,24,202,0,425
Test Driven Development (TDD) trong Ruby on Rails,1,114,64,1,0,55,69,253
Tổng quan các hình thức kiểm thử Web,5,429,91,0,0,21,112,574
Một số chú ý tạo index trong mysql,22,119,224,12,0,45,80,5949
"Độ ưu tiên, độ nghiêm trọng của bug trong quản lý bug",0,252,48,7,0,10,96,436
Các Khái niêm cơ bản trong Javascript,1,42,76,0,1,29,42,727
Tạo chú chó vẫy tay bằng css,0,0,2,0,0,0,0,900
AWS Overview,13,293,833,5,18,389,123,2759
Ứng dụng Machine Learning để phân loại spam SMS,2,105,72,0,5,61,113,2936
Công cụ tìm lỗi memory leaks và tối ưu memory,0,67,49,0,5,28,35,704
Cách animation con cún gật đầu bằng css,0,9,7,0,0,0,25,744
Cách tiếp cận có giá trị trong quá trình kiểm thử,0,254,8,1,2,6,63,200
Xây dựng hệ thống Ruby on Rails trên môi trường Docker,2,132,118,1,7,33,45,1170
Tìm hiểu về Database Testing,3,347,91,0,0,21,100,1400
Object-Oriented JavaScript,287,1,207,7,14,149,0,88
Introduction to ES6 Promises – The Four Functions You Need To Avoid Callback Hell - part 1,19,144,149,4,7,43,91,190
Viết Test Case từ 1 Scenario đã có,2,272,108,0,5,69,124,1803
Giới thiệu về Appium và hướng dẫn cài đặt Appium (phần 1),8,110,150,5,2,55,51,6433
Xu thế testing thời đại mới: Crowd Testing,1,167,69,10,1,33,87,552
Những thay đổi của Laravel ở phiên bản 5.5 - Phần 1,1,97,51,0,3,16,39,826
7 bước để trở thành một Automation Testing Engineer,1,207,118,2,3,16,73,2323
Practical software testing tips,0,165,90,6,0,11,79,119
100+ Công Cụ Kiểm Thử Phần Mềm - Phần V,1,185,77,0,2,50,53,148
Phần 1- Hành Trình Full Stack QA,0,44,24,0,0,1,5,642
How to report Test execution smartly,0,221,42,0,3,13,80,67
7 đơn vị CSS có thể bạn không biết,4,197,40,0,3,61,94,20466
Scope trong Javascript,3,116,143,2,4,24,106,5364
Cache Context Drupal 8 — Part 2,0,59,40,2,1,19,43,144
AngularJS dành cho người mới bắt đầu [Phần 2] Expression,14,50,65,0,0,20,15,658
"Phân biệt QA, QC và Testing",1,309,60,49,12,50,140,4621
Sign Up using Selenium,3,72,52,1,4,30,44,394
IOS testing Phần I,0,230,82,0,0,44,68,283
Shader Unity - Vertex Animation: Tạo hiệu ứng lá cờ bay trong gió,2,64,56,0,6,86,83,1046
"4 loại Mobile App Testing, QA cần phải thực hiện",5,303,97,0,0,45,79,412
Truy vấn và xử lý truy vấn trong cơ sở dữ liệu quan hệ phân tán,1,181,4,5,7,13,134,1366
Nghệ thuật làm việc nhóm (Team Work),0,293,0,0,0,1,58,739
RESTful API with Grape gem,214,0,209,0,36,188,0,781
Basic Java tutorial cho Selenium WebDriver,79,74,202,0,70,127,99,731
"Cài đặt Apache, MySQL, PHP trên macOS Sierra",3,30,123,10,1,39,22,1835
Software Development Process Model - Part 2,112,0,108,0,11,139,0,192
Những checklist cần biết ở frontend,4,54,163,0,6,71,38,675
Hướng dẫn chơi Everwing chế độ debug.,3,55,39,0,5,60,76,482
Đa ngôn ngữ (i18n) trong Laravel,5,97,68,0,0,5,76,12394
Công nghệ Near Field Communication (NFC) - Touch and Go,1,318,33,17,2,124,165,971
Danh sách 10 yếu tố cần quan tâm khi test nội dung một trang web thương mại điện tử.,0,358,25,8,0,33,128,1501
iOS-ParseService  Following and Followers,1,40,90,0,1,61,48,63
Các phương pháp và kỹ thuật ngăn chặn lỗi,2,331,19,7,1,22,71,1100
Các mẹo hữu ích khi code Ruby,0,85,39,0,1,10,64,266
Quick Tip: Easy form validation with HTML5,0,156,34,0,1,25,95,304
"Làm việc với Kanban - Đơn giản hơn, hiệu quả hơn",8,325,74,0,1,67,135,1898
[Translation] Các khái niệm cơ bản về Fragment trong Android( Phần 1),0,50,63,0,1,39,49,899
Sử dụng content_for để Refactor view,0,39,25,0,0,14,47,119
ES8: Có gì mới trong ngôn ngữ JavaScript vào năm 2017,5,57,24,0,0,18,12,1586
Some tricks of bootstrap 3x,23,70,59,0,4,50,49,143
Go - Pooling Base Pattern,251,0,165,0,30,115,0,97
Facial Recognition System: Face Recognition,174,0,155,0,5,96,0,2826
Sự khác nhau giữa csv và Excel (.xls),0,144,62,2,0,18,61,8205
Các bước khi thực hiện testing 1 dự án phần mềm: Test Design,0,238,52,0,0,4,30,1849
Thế nào là một website chuẩn SEO?,0,188,126,4,2,14,95,2601
Sơ lược về API testing,2,322,117,0,0,13,63,12848
7 mẹo nên xem xét trong kiểm thử Smart TV,2,217,47,1,5,90,56,312
Những kiến thức cơ bản về API rest testing,0,117,84,3,2,2,28,4493
Khắc phục lỗi 404 Not Found,21,87,66,0,2,45,71,2680
Angular 2 căn bản - Phần 2: Làm quen với component và service,0,60,72,0,1,15,46,2744
Vận dụng lợi thế Kotlin để viết hàm Add và Replace Fragment mà Java không làm nổi trong Android,11,65,98,0,4,56,82,1016
Styled-Component trong React,2,28,42,0,0,19,9,1970
Vai trò của QA - Thực sự là gì?,0,198,16,9,0,7,50,623
Tìm hiểu về ActiveSupport::Concerns,2,43,52,0,0,3,10,887
Sử dụng select2 trong ứng dụng rails,1,23,33,0,0,17,13,988
What is Test Data,6,176,42,11,2,8,32,765
Các loại kiểm thử ứng dụng của điện thoại di động,0,284,9,0,2,5,69,142
8 nội dung quan trọng cần test một website bán hàng online,0,244,77,1,1,34,104,1119
Webpack và Rollup,0,84,73,0,1,17,49,680
5 Agile Metrics,0,354,134,4,5,86,80,631
Advanced Checkbox Styling với CSS Grid,0,90,75,0,0,12,41,276
Xây dựng api cho ứng dụng đơn giản với NodeJS,78,35,182,0,12,113,22,1130
Routing in Angular 2,12,146,111,0,1,43,101,765
Kiểm thử Cookie và Test case đối với ứng dụng web,9,292,234,1,2,42,153,601
7 loại lỗi phần mềm mà mỗi người kiểm thử viên nên biết,0,207,59,0,0,31,114,880
Introduction to User Experience,595,0,135,0,40,520,0,118
Tìm hiểu về FormData,4,81,93,0,1,35,56,12948
Docker intro,1,54,127,2,0,35,47,228
Giới thiệu về Domain analysis testing,22,106,62,5,0,25,66,415
Hướng dẫn cho người mới bắt đầu về Kiểm thử ứng dụng trên điện thoại di động,0,722,133,0,11,64,164,811
Tuning Webpack production environment,203,0,139,4,14,111,0,441
Các câu lệnh cần thiết khi QA sử dụng Cassandra,7,92,57,5,4,40,63,513
Làm thế nào để không bị trả lại lỗi đã log,0,122,82,0,0,9,47,125
Introduction to React and Redux (slides),0,0,1,0,0,0,0,591
Environment-specific configuration of Webpack builds,307,1,217,4,15,177,0,489
Tạo slider chỉ với HTML và CSS,0,13,10,0,0,10,7,10921
Build a RESTful JSON API with Rails 5,2,89,146,0,8,96,66,1761
Cách dùng ConstraintLayout,0,28,20,0,0,12,13,990
Tìm hiểu về BEM trong 15 phút,1,64,52,0,0,34,38,12303
i18next interpolation,2,46,46,0,1,68,32,124
Rx trong Kotlin (P2),0,18,30,0,3,12,23,499
Demo ứng dụng I Love You V2 bằng kotlin,0,27,38,0,0,23,15,1823
Xen orchestra Installation,0,0,0,0,0,0,0,21
Xenserver | VM creation | Xenmotion | HA,0,0,0,0,0,0,0,19
Xenserver Installation,0,0,0,0,0,0,0,10
SELinux - Basics,0,0,0,0,0,0,0,52
Openstack management tools,0,0,0,0,0,0,0,27
Những điểm mạnh của Bootstrap 4,0,131,110,0,0,33,53,3703
Installing MS Office 2013 in Linux,0,0,0,0,0,0,0,136
Chatwork: Tự tạo emotion cho nhóm của bạn.,0,34,55,0,2,21,31,1351
Neural Network Fundamental 2: Representation and Forward Propagation,4,59,136,0,107,101,77,499
Kiến thức về SQL dành cho tester,66,375,78,0,13,159,393,2078
Tìm hiểu Universal Links trong iOS (Phần 1),1,94,177,8,0,55,38,2207
"Realm, ObjectBox hay Room",0,195,64,0,2,36,58,833
Android - Giới thiệu Room Persistence Library,2,141,154,2,0,38,86,9998
Tổng hợp một số thư viện *Open Sources Swift UI* cho iOS Developer,76,20,163,7,13,137,4,787
8 cách để thay đổi thói quen,2,294,1,0,1,24,133,5880
6 Nguyên tắc vàng để tạo nên một hình ảnh QA tuyệt vời,0,100,36,10,1,6,49,181
Git Merging vs. Rebasing,0,155,61,0,0,4,86,4423
Regular Expression trong Javascript,1,242,20,0,0,1,240,1220
Perusing delegate.rb from Ruby’s Standard Library,1,195,48,0,0,55,143,39
Hướng dẫn về cách dùng hàm $.ajax() của JQuery,0,165,149,1,0,41,114,26338
QR-Bar code trong android,0,54,27,2,1,19,42,522
Javascript classes,2,40,44,0,0,5,38,744
Interface trong Kotlin,0,19,30,0,0,12,17,1003
Cách các lưu trữ dữ liệu của một trang web trên trình duyệt,1,219,110,0,2,40,94,2832
Bảo mật dữ liệu trong Android - Mã hóa,0,185,12,0,0,16,79,523
MyISAM & InnoDB in MySQL,0,83,66,0,0,44,51,8192
Mạng tự tổ chức,1,598,74,29,29,143,403,831
Trải nghiệm đầu tiên với Selenium Webdriver,1,60,47,4,2,22,28,1601
Các phím tắt và câu lệnh cơ bản trong Ubuntu,14,411,241,79,77,251,229,32470
Nghịch với Arduino: Đa năng hóa remote TV - Phần 1,0,237,36,3,10,67,193,1288
How to use component in PHP,0,59,82,0,0,25,57,321
Develop buffalo-logs gem,4,26,44,0,0,50,34,38
Những add-on hữu ích cho lập trình viên,0,83,78,1,0,36,30,209
Tìm hiểu về Swagger để viết API,0,82,45,0,0,17,29,12115
Sử dụng hệ mờ giải bài toán tính thời gian bơm nước,10,250,8,13,72,26,268,2679
Sử Dụng Parse EC2 AWS service để tạo ứng dụng trên IOS,0,21,55,0,0,15,30,191
"UX Review – Ứng dụng Foody, ngôi sao startup của năm 2017",6,571,97,78,3,139,411,2785
SEO trong ứng dụng Single Page Application trên nền tảng AngularJS,0,107,49,0,0,22,58,1212
Tạo Một Ứng Dụng Android Viết Bằng Kotlin,6,149,158,4,1,28,72,1775
Rxjs Và Reactive Programming,137,273,482,6,24,199,161,6559
The growth stages of a programmer ?,8,100,35,10,1,17,84,148
Cơ bản về thao tác với dữ liệu text trên Linux,25,92,67,0,4,39,69,8082
Học các công nghệ mới ngay trong trình duyệt của bạn,0,10,7,0,0,1,4,753
What's new in Java 9,2,95,80,1,1,21,42,375
[Question] Bạn có phải là một senior developer không?,8,302,32,2,3,87,106,4260
Phần 3: Hướng dẫn cài đặt Kubernetes,18,34,72,0,9,152,8,7496
Phần 2: Kiến trúc của Kubernetes,5,190,179,2,16,173,116,14749
"kintone Plug-in: ""Aggregate Numberic Related Records"" Plugin [EN]",297,0,212,0,18,253,0,255
[Nodejs] - Working With Database(Part 2),16,139,222,0,1,81,124,2478
Signal và Observable hoạt động như thế nào?,3,23,45,0,1,54,22,501
[Android]Thiết lập vẽ tùy biến.,0,59,19,0,2,8,58,745
Phần 1: Giới thiệu về Kubernetes,3,60,47,1,2,26,57,27115
Phía sau một câu chuyện thiếu nhi và bài học của người làm sản phẩm,15,320,25,37,6,65,287,1602
"kintone Plug-in: ""Aggregate Numberic Related Records"" Plugin [VI]",6,108,126,0,1,52,42,58
Học lập trình Online qua top 10 trang web miễn phí,1,222,76,15,3,42,145,2054
Unit testing Android,0,29,21,0,0,3,11,412
Kotlin - Tutorial : Tạm biệt NullPointerException - Làm việc với Null trong Kotlin,0,75,35,0,2,22,38,1826
Phần 5: ElasticSearch: Modeling data and handling Relationships,1,89,94,11,0,47,27,1602
Sự khác biệt giữa iOS và Android,6,548,187,0,7,121,177,5427
[iOS] Tạo một cái đồng hồ treo tường đơn giản,1,154,105,3,6,63,187,476
10 sách tự học Python miễn phí rất hay,14,241,66,17,3,32,110,1504
"Dẹp tan sự trì hoãn bằng ""quy tắc 2 phút""",5,98,3,0,0,14,71,803
(Rails) Includes when?,16,37,72,0,4,32,58,419
[Góc chia sẻ] Tổng hợp những ứng dụng Android đi kèm mã nguồn để tham khảo nâng cao kỹ năng code!,1,80,42,3,1,23,51,4090
Dirty in Active model,1,21,28,0,0,19,11,79
Software Test Estimation - Bắt buộc tester cần biết,18,182,146,1,7,91,83,3539
Android custom build configurations,3,63,131,0,0,66,17,893
In-app Billing trong android - làm giàu không khó : Part 2 - work flow,2,78,73,1,0,50,49,1976
Kotlin - Tutorial : Hiểu về lateinit vs lazy,0,47,24,0,0,25,28,5264
ConstraintLayout – Phần 2: Các Chức Năng Nâng Cao,0,287,162,12,2,46,305,1650
Thao tác với Dates và Times sử dụng Moment.js,7,31,32,0,10,53,14,12950
So sánh cơ bản giữa 2 native app frameworks sử dụng VueJS,2,79,57,9,1,41,34,1459
OpenCV With Python Part 4,2,103,9,0,2,7,58,2023
Giới thiệu về UserNotifications Framework,6,93,94,0,0,142,44,220
Zimbra Mail Server on CentOS (Part 2),1,76,28,0,3,48,61,556
Zimbra Mail Server on CentOS (Part 1),3,39,31,0,1,53,32,635
Plan khối lượng công việc của QA/tester khi thực hiện dự án/task (Số testcase),0,16,3,0,0,1,5,943
Laravel: Task Scheduling,4,144,58,0,0,71,112,3786
IBInspectable / IBDesignable trong iOS,0,91,39,2,3,42,37,427
"Tìm hiểu về Syslog-ng, Rsyslog và xây dựng hệ thống lưu log tập trung.",4,27,85,0,1,57,35,3367
Chia sẻ 10 Regular Expression hữu ích mà Developer nên biết,1,85,52,3,1,20,48,949
Array or Set?,37,96,124,0,6,54,85,378
"[Docker Compose] Build ứng dụng Rails, PostgreSQL một cách đơn giản nhất",2,111,137,0,0,21,60,1275
Professional web api với rails,22,184,211,1,0,88,121,370
Javascript - Xử lý bất đồng bộ,6,88,84,0,0,28,73,2874
[iOS] Xây dựng ứng dụng thanh toán trực tuyến với Shopify mobile buy SDK [Phần 3],1,40,44,0,0,88,15,95
Tìm hiểu RxSwift bài 3 - Traits,24,57,129,0,2,156,48,2321
Các lệnh cơ bản khi làm việc với server,0,80,68,1,1,32,53,1125
Hibernate Caching - Bài 1: First Level Cache,0,118,129,0,0,13,91,3417
"empty?, blank?, any?, exists? - Cách hoạt động và tốc độ của chúng",5,69,6,0,0,4,74,654
Bulk inserting data with Gem activerecord-import,4,49,53,0,0,18,50,94
9 điều bạn nên biết về Ruby on Rails!,13,152,110,0,1,9,57,1102
Các phương thức thường dùng với mảng trong Ruby,0,57,8,0,0,3,77,547
Những bảo mật cần thiết trong ruby on rails,4,213,72,0,1,32,109,693
Groovy và sự khác biệt với Java,5,134,170,0,306,120,56,4504
Định hướng để trở thành một Full-Stack Developer 2017,4,138,170,0,1,47,40,1321
Hướng dẫn bắn notification bằng FCM (FireBase Cloud Messaging) API,1,70,147,2,1,59,52,22090
2 năm từ Dev lên BrSE – Giấc mơ trong tầm tay,1,141,2,17,6,28,160,1216
Sử dụng RSS để theo dõi ticket redmine - cũ mà hiệu quả,1,54,37,10,0,61,57,155
Java Quartz Scheduler,6,61,28,0,3,50,51,2142
"Coding nhàm chán, trừ khi...",31,418,23,4,3,45,142,789
"[Chia sẻ] Tổng hợp những câu hỏi kinh điển khi phỏng vấn kỹ thuật vị trí Ruby Dev - Phần 2: Ruby, Rails",1,77,99,0,1,51,76,3595
The circumstance use redis  in the Web applications,1,96,56,20,3,65,91,28
Laravel Cassandra,603,0,676,0,58,744,0,177
Xử Lý Ngôn Ngữ Tự Nhiên với Python - P7,6,162,11,0,6,75,107,3904
Angular2 comunication (Component interaction) - Tương giác giữa các components trong Angular2,2,29,65,0,2,19,39,512
Angulajs 2 Begin,141,150,446,25,20,158,86,117
Đồng bộ asset lên s3 amazon - Gem AssetSync,1,20,33,0,3,16,12,198
ConstraintLayout – Phần 1: Tìm Hiểu Các Thành Phần Cơ Bản,0,302,174,10,1,39,209,1296
"Xây dựng API login sử dụng các dịch vụ mạng xã hội: Facebook, Twitter, Google",0,100,133,0,2,30,61,9600
Getting Started with AWS Lambda & Node.js,4,136,166,0,3,22,66,575
[Data Analysis] Phân tích dữ liệu xổ số miền Bắc,1,311,38,0,0,24,278,31680
Xử Lý Ngôn Ngữ Tự Nhiên với Python - P6,4,120,32,0,0,59,125,2377
Strings: Có gì mới trong Swift 4?,1,42,24,0,0,22,27,1192
Thiết kế API bằng LoopBack (NodeJS),1,55,96,0,6,43,28,5462
5 cách giúp các coder ước lượng thời gian tốt hơn cho công việc,0,209,5,10,0,4,76,594
Xử Lý Ngôn Ngữ Tự Nhiên với Python - P5,48,98,23,0,5,246,51,2997
[React Native] Guide - Performance - Phần 1,15,285,156,0,2,62,147,2721
Xử Lý Ngôn Ngữ Tự Nhiên với Python - P4,13,154,62,1,8,74,138,4128
Tìm hiểu về Link juice,5,94,52,0,20,45,37,171
Refactoring table view data source and delegate methods,0,50,81,0,1,36,29,516
Xử Lý Ngôn Ngữ Tự Nhiên với Python - P3,7,97,35,0,1,39,78,5153
Tải Video với Rails và Ziggeo (phần 2),1,80,37,0,0,58,63,45
Kotlin Tutorial - 12 lý do bạn nên bắt đầu sử dụng Kotlin cho Android ngay hôm nay,1,266,152,0,0,27,68,1001
Dependency Injection trong AngularJS,0,34,42,1,0,3,16,1616
CHƯƠNG 1 CÁC YẾU TỐ CƠ BẢN CỦA KIỂM THỬ - TÂM LÝ HỌC VỀ KIỂM THỬ,0,548,3,1,0,1,87,352
Middleware trong Redux là gì?,2,95,136,0,0,47,77,6991
Cài đặt Redmine sử dụng web server Nginx trên Centos 7,1,50,40,0,1,25,13,570
Kotlin Tutorial - Bài 3: Classes trong Kotlin: Mạnh hơn và tốn ít effort hơn,0,41,49,0,0,8,32,1442
Một số thủ thuật Unit Test trong Laravel,0,69,50,0,0,14,42,1313
What is new in rails 5,7,58,84,0,0,47,23,54
Angular - Cải thiện hiệu năng và trải nghiệm người dùng với Lazy Loading,0,144,174,0,0,32,61,6849
Paint-Brush đơn giản trong opencv,11,33,47,0,9,73,59,783
Xử Lý Ngôn Ngữ Tự Nhiên với Python - P2,0,36,14,0,2,14,20,4493
Các phương pháp học từ vựng tiếng Anh cho Coder,6,197,26,16,1,32,249,1301
"Kotlin Tutorial - Bài 2: Biến trong Kotlin, sự khác nhau giữa Java và Kotlin. val và var",0,55,36,0,0,6,37,2429
Kotlin Tutorial - Bài 1: Tạo Project đầu tiên với Kotlin,2,37,84,4,0,6,13,1179
Typescript: Decorator và Metadata Reflection,1,151,264,0,4,31,129,4574
ARKit: Overview,5,236,87,0,6,96,121,321
yield_self trong ruby 2.5,0,49,17,0,0,9,23,94
Action Cable ‘Hello World’ with Rails 5.1,0,16,56,0,0,15,24,156
Effective JavaScript - Chapter 1 - Accustoming Yourself to JavaScript (Part V),3,217,106,0,1,76,149,64
Storage In Javascript,7,73,113,0,11,25,59,429
